id,temperature,created_at,sound,light,dust,fan,motion
"'4561', ","'23.68',"," '2026-05-06  23:00:00',", '182.52',", '255'",", '0.0232'",", '0'",", '0'"
"'4562', ","'23.64',"," '2026-05-06  23:00:15',"," '19.28',"," '255',"," '0.0332',"," '0',", '0'
"'4563', ","'23.45',"," '2026-05-06  23:00:30',"," '24.38',"," '255',"," '0.0277',"," '0',", '0'
"'4564', ","'23.37',"," '2026-05-06  23:00:45',"," '22.59',"," '255',"," '0.0126',"," '0',", '1'
"'4565', ","'23.35',"," '2026-05-06  23:01:00',"," '20.37',"," '255',"," '0.0241',"," '0',", '0'
"'4566', ","'23.46',"," '2026-05-06  23:01:15',"," '21.57',"," '255',"," '0.0229',"," '0',", '0'
"'4567', ","'23.61',"," '2026-05-06  23:01:30',"," '24.18',"," '255',"," '0.0299',"," '0',", '0'
"'4568', ","'23.8', ","'2026-05-06  23:01:45', ","'22.25', ","'255', ","'0.02', '0","', '0",'
"'4569', ","'23.36',"," '2026-05-06  23:02:00',"," '22.67',"," '255',"," '0.032', ","'0', ",'0'
"'4570', ","'23.48',"," '2026-05-06  23:02:15',"," '16.31',"," '255',"," '0.029', ","'0', ",'0'
"'4571', ","'23.59',"," '2026-05-06  23:02:30',"," '23.69',"," '255',"," '0.0317',"," '0',", '0'
"'4572', ","'23.76',"," '2026-05-06  23:02:45',"," '18.69',"," '255',"," '0.0231',"," '0',", '0'
"'4573', ","'23.3', ","'2026-05-06  23:03:00', ","'23.49', ","'255', ","'0.0146', ","'0', ",'0'
"'4574', ","'23.46',"," '2026-05-06  23:03:15',"," '20.22',"," '255',"," '0.015', ","'0', ",'0'
"'4575', ","'23.65',"," '2026-05-06  23:03:30',"," '17.04',"," '255',"," '0.0265',"," '0',", '0'
"'4576', ","'23.77',"," '2026-05-06  23:03:45',"," '19.36',"," '255',"," '0.0326',"," '0',", '0'
"'4577', ","'23.44',"," '2026-05-06  23:04:00',"," '25.64',"," '255',"," '0.0281',"," '0',", '0'
"'4578', ","'23.56',"," '2026-05-06  23:04:15',"," '20.22',"," '255',"," '0.03', '","0', '",0'
"'4579', ","'23.58',"," '2026-05-06  23:04:30',"," '25.42',"," '255',"," '0.0126',"," '0',", '0'
"'4580', ","'23.58',"," '2026-05-06  23:04:45',"," '24.49',"," '255',"," '0.0259',"," '0',", '0'
"'4581', ","'23.47',"," '2026-05-06  23:05:00',"," '26.05',"," '255',"," '0.033', ","'0', ",'1'
"'4582', ","'23.47',"," '2026-05-06  23:05:15',"," '20.27',"," '255',"," '0.0314',"," '0',", '0'
"'4583', ","'23.78',"," '2026-05-06  23:05:30',"," '25.06',"," '255',"," '0.0083',"," '0',", '1'
"'4584', ","'23.66',"," '2026-05-06  23:05:45',"," '22.41',"," '255',"," '0.0178',"," '0',", '0'
"'4585', ","'23.7', ","'2026-05-06  23:06:00', ","'150.19',"," '255',"," '0.0153',"," '0',", '0'
"'4586', ","'23.78',"," '2026-05-06  23:06:15',"," '21.06',"," '255',"," '0.0133',"," '0',", '0'
"'4587', ","'23.4', ","'2026-05-06  23:06:30', ","'25.46', ","'255', ","'0.0217', ","'0', ",'0'
"'4588', ","'23.31',"," '2026-05-06  23:06:45',"," '21.17',"," '255',"," '0.0095',"," '0',", '0'
"'4589', ","'23.41',"," '2026-05-06  23:07:00',"," '16.94',"," '255',"," '0.0172',"," '0',", '0'
"'4590', ","'23.73',"," '2026-05-06  23:07:15',"," '24.42',"," '255',"," '0.0258',"," '0',", '0'
"'4591', ","'23.76',"," '2026-05-06  23:07:30',"," '23.88',"," '255',"," '0.0296',"," '0',", '0'
"'4592', ","'23.48',"," '2026-05-06  23:07:45',"," '16.26',"," '255',"," '0.0186',"," '0',", '0'
"'4593', ","'23.65',"," '2026-05-06  23:08:00',"," '23.55',"," '255',"," '0.0309',"," '0',", '0'
"'4594', ","'23.18',"," '2026-05-06  23:08:15',"," '16.62',"," '255',"," '0.0222',"," '0',", '1'
"'4595', ","'23.3', ","'2026-05-06  23:08:30', ","'20.36', ","'255', ","'0.0198', ","'0', ",'0'
"'4596', ","'23.38',"," '2026-05-06  23:08:45',"," '18.61',"," '255',"," '0.0172',"," '0',", '0'
"'4597', ","'23.54',"," '2026-05-06  23:09:00',"," '25.27',"," '255',"," '0.0244',"," '0',", '0'
"'4598', ","'23.35',"," '2026-05-06  23:09:15',"," '16.76',"," '255',"," '0.0334',"," '0',", '0'
"'4599', ","'23.17',"," '2026-05-06  23:09:30',"," '18.68',"," '255',"," '0.0343',"," '0',", '0'
"'4600', ","'23.5', ","'2026-05-06  23:09:45', ","'20.54', ","'255', ","'0.0107', ","'0', ",'1'
"'4601', ","'23.63',"," '2026-05-06  23:10:00',"," '23.47',"," '255',"," '0.0092',"," '0',", '0'
"'4602', ","'23.31',"," '2026-05-06  23:10:15',"," '22.74',"," '255',"," '0.0161',"," '0',", '0'
"'4603', ","'23.6', ","'2026-05-06  23:10:30', ","'20.17', ","'255', ","'0.0083', ","'0', ",'1'
"'4604', ","'23.69',"," '2026-05-06  23:10:45',"," '20.63',"," '255',"," '0.024', ","'0', ",'1'
"'4605', ","'23.48',"," '2026-05-06  23:11:00',"," '20.74',"," '255',"," '0.022', ","'0', ",'1'
"'4606', ","'23.63',"," '2026-05-06  23:11:15',"," '21.56',"," '255',"," '0.0121',"," '0',", '0'
"'4607', ","'23.12',"," '2026-05-06  23:11:30',"," '21.46',"," '255',"," '0.0332',"," '0',", '0'
"'4608', ","'23.65',"," '2026-05-06  23:11:45',"," '21.4', ","'255', ","'0.0188', ","'0', ",'0'
"'4609', ","'23.14',"," '2026-05-06  23:12:00',"," '24.36',"," '255',"," '0.0235',"," '0',", '0'
"'4610', ","'23.47',"," '2026-05-06  23:12:15',"," '15.58',"," '255',"," '0.0092',"," '0',", '0'
"'4611', ","'23.09',"," '2026-05-06  23:12:30',"," '19.08',"," '255',"," '0.0291',"," '0',", '0'
"'4612', ","'23.15',"," '2026-05-06  23:12:45',"," '17.9', ","'255', ","'0.0241', ","'0', ",'1'
"'4613', ","'23.41',"," '2026-05-06  23:13:00',"," '16.61',"," '255',"," '0.028', ","'0', ",'0'
"'4614', ","'23.08',"," '2026-05-06  23:13:15',"," '24.86',"," '255',"," '0.0272',"," '0',", '0'
"'4615', ","'23.31',"," '2026-05-06  23:13:30',"," '16.04',"," '255',"," '0.0249',"," '0',", '0'
"'4616', ","'23.27',"," '2026-05-06  23:13:45',"," '21.1', ","'255', ","'0.0145', ","'0', ",'0'
"'4617', ","'23.29',"," '2026-05-06  23:14:00',"," '20.46',"," '255',"," '0.0104',"," '0',", '0'
"'4618', ","'23.28',"," '2026-05-06  23:14:15',"," '22.93',"," '255',"," '0.0112',"," '0',", '0'
"'4619', ","'23.36',"," '2026-05-06  23:14:30',"," '18.94',"," '255',"," '0.0257',"," '0',", '1'
"'4620', ","'23.61',"," '2026-05-06  23:14:45',"," '21.54',"," '255',"," '0.023', ","'0', ",'0'
"'4621', ","'23.54',"," '2026-05-06  23:15:00',"," '17.86',"," '255',"," '0.0171',"," '0',", '0'
"'4622', ","'23.45',"," '2026-05-06  23:15:15',"," '21.71',"," '255',"," '0.031', ","'0', ",'1'
"'4623', ","'23.42',"," '2026-05-06  23:15:30',"," '18.32',"," '255',"," '0.0234',"," '0',", '0'
"'4624', ","'23.21',"," '2026-05-06  23:15:45',"," '15.57',"," '255',"," '0.011', ","'0', ",'0'
"'4625', ","'23.43',"," '2026-05-06  23:16:00',"," '21.12',"," '255',"," '0.0225',"," '0',", '0'
"'4626', ","'23.47',"," '2026-05-06  23:16:15',"," '15.67',"," '255',"," '0.0284',"," '0',", '0'
"'4627', ","'23.03',"," '2026-05-06  23:16:30',"," '18.33',"," '255',"," '0.0167',"," '0',", '0'
"'4628', ","'23.13',"," '2026-05-06  23:16:45',"," '21.51',"," '255',"," '0.0173',"," '0',", '0'
"'4629', ","'23.58',"," '2026-05-06  23:17:00',"," '15.55',"," '255',"," '0.0217',"," '0',", '0'
"'4630', ","'23.35',"," '2026-05-06  23:17:15',"," '19.88',"," '255',"," '0.0251',"," '0',", '0'
"'4631', ","'23.06',"," '2026-05-06  23:17:30',", '194.68',", '255'",", '0.0305'",", '0'",", '0'"
"'4632', ","'23.42',"," '2026-05-06  23:17:45',"," '19.45',"," '255',"," '0.0108',"," '0',", '0'
"'4633', ","'23.27',"," '2026-05-06  23:18:00',"," '18.71',"," '255',"," '0.0324',"," '0',", '0'
"'4634', ","'23.04',"," '2026-05-06  23:18:15',"," '19.55',"," '255',"," '0.0173',"," '0',", '0'
"'4635', ","'23.12',"," '2026-05-06  23:18:30',"," '18.87',"," '255',"," '0.0307',"," '0',", '0'
"'4636', ","'23.32',"," '2026-05-06  23:18:45',"," '17.53',"," '255',"," '0.027', ","'0', ",'0'
"'4637', ","'23.37',"," '2026-05-06  23:19:00',"," '23.73',"," '255',"," '0.0119',"," '0',", '0'
"'4638', ","'23.3', ","'2026-05-06  23:19:15', ","'22.92', ","'255', ","'0.0121', ","'0', ",'0'
"'4639', ","'23.01',"," '2026-05-06  23:19:30',"," '18.38',"," '255',"," '0.0302',"," '0',", '0'
"'4640', ","'23.13',"," '2026-05-06  23:19:45',"," '15.87',"," '255',"," '0.033', ","'0', ",'1'
"'4641', ","'23.29',"," '2026-05-06  23:20:00',"," '15.5', ","'255', ","'0.0289', ","'0', ",'0'
"'4642', ","'23.08',"," '2026-05-06  23:20:15',"," '19.55',"," '255',"," '0.0263',"," '0',", '0'
"'4643', ","'23.28',"," '2026-05-06  23:20:30',"," '20.64',"," '255',"," '0.0081',"," '0',", '0'
"'4644', ","'23.33',"," '2026-05-06  23:20:45',"," '18.92',"," '255',"," '0.0217',"," '0',", '0'
"'4645', ","'23.08',"," '2026-05-06  23:21:00',"," '22.64',"," '255',"," '0.0254',"," '0',", '0'
"'4646', ","'23', '2","026-05-06 23 :21:15', '1","6.69', '2","55', '0",".017', '0'",", '0'",
"'4647', ","'23.14',"," '2026-05-06  23:21:30',"," '19.44',"," '255',"," '0.0118',"," '0',", '0'
"'4648', ","'23.44',"," '2026-05-06  23:21:45',"," '15.77',"," '255',"," '0.0149',"," '0',", '0'
"'4649', ","'23.36',"," '2026-05-06  23:22:00',"," '16.22',"," '255',"," '0.0287',"," '0',", '0'
"'4650', ","'23.46',"," '2026-05-06  23:22:15',"," '20.5', ","'255', ","'0.0195', ","'0', ",'0'
"'4651', ","'23.35',"," '2026-05-06  23:22:30',"," '17.11',"," '255',"," '0.016', ","'0', ",'0'
"'4652', ","'23.09',"," '2026-05-06  23:22:45',"," '17.2', ","'255', ","'0.0101', ","'0', ",'0'
"'4653', ","'22.97',"," '2026-05-06  23:23:00',"," '15.69',"," '255',"," '0.0256',"," '0',", '0'
"'4654', ","'23.03',"," '2026-05-06  23:23:15',"," '22.93',"," '255',"," '0.0123',"," '0',", '0'
"'4655', ","'23.18',"," '2026-05-06  23:23:30',"," '17.27',"," '255',"," '0.0216',"," '0',", '1'
"'4656', ","'23.16',"," '2026-05-06  23:23:45',"," '16.3', ","'255', ","'0.0177', ","'0', ",'0'
"'4657', ","'23.02',"," '2026-05-06  23:24:00',"," '19.92',"," '255',"," '0.02', '","0', '",0'
"'4658', ","'22.94',"," '2026-05-06  23:24:15',"," '22.72',"," '255',"," '0.0328',"," '0',", '0'
"'4659', ","'22.92',"," '2026-05-06  23:24:30',"," '14.72',"," '255',"," '0.0253',"," '0',", '0'
"'4660', ","'23.1', ","'2026-05-06  23:24:45', ","'18.19', ","'255', ","'0.0342', ","'0', ",'0'
"'4661', ","'22.93',"," '2026-05-06  23:25:00',"," '18.87',"," '255',"," '0.027', ","'0', ",'0'
"'4662', ","'23.26',"," '2026-05-06  23:25:15',", '116.15',", '255'",", '0.0306'",", '0'",", '0'"
"'4663', ","'23.39',"," '2026-05-06  23:25:30',"," '19.03',"," '255',"," '0.025', ","'0', ",'0'
"'4664', ","'23.2', ","'2026-05-06  23:25:45', ","'24.48', ","'255', ","'0.0192', ","'0', ",'0'
"'4665', ","'23.45',"," '2026-05-06  23:26:00',"," '22.61',"," '255',"," '0.0327',"," '0',", '0'
"'4666', ","'22.88',"," '2026-05-06  23:26:15',"," '15.97',"," '255',"," '0.0172',"," '0',", '0'
"'4667', ","'23.42',"," '2026-05-06  23:26:30',"," '19.67',"," '255',"," '0.0279',"," '0',", '0'
"'4668', ","'23.12',"," '2026-05-06  23:26:45',"," '23.73',"," '255',"," '0.0173',"," '0',", '0'
"'4669', ","'23.36',"," '2026-05-06  23:27:00',"," '15.95',"," '255',"," '0.0215',"," '0',", '0'
"'4670', ","'23.33',"," '2026-05-06  23:27:15',", '132.78',", '255'",", '0.0251'",", '0'",", '0'"
"'4671', ","'23.31',"," '2026-05-06  23:27:30',"," '20.41',"," '255',"," '0.0165',"," '0',", '0'
"'4672', ","'23.08',"," '2026-05-06  23:27:45',", '137.42',", '255'",", '0.03', ","'0', ",'0'
"'4673', ","'22.87',"," '2026-05-06  23:28:00',"," '15.27',"," '255',"," '0.0148',"," '0',", '0'
"'4674', ","'22.93',"," '2026-05-06  23:28:15',"," '21.62',"," '255',"," '0.0148',"," '0',", '0'
"'4675', ","'23.06',"," '2026-05-06  23:28:30',"," '17.59',"," '255',"," '0.0284',"," '0',", '0'
"'4676', ","'23.16',"," '2026-05-06  23:28:45',"," '15.08',"," '255',"," '0.0229',"," '0',", '0'
"'4677', ","'23', '2","026-05-06 23 :29:00', '1","5.74', '2","55', '0",".0338', '0","', '0",'
"'4678', ","'23.25',"," '2026-05-06  23:29:15',"," '21.59',"," '255',"," '0.0121',"," '0',", '0'
"'4679', ","'22.95',"," '2026-05-06  23:29:30',"," '22.64',"," '255',"," '0.0299',"," '0',", '0'
"'4680', ","'23.14',"," '2026-05-06  23:29:45',"," '16.51',"," '255',"," '0.0247',"," '0',", '0'
"'4681', ","'23.2', ","'2026-05-06  23:30:00', ","'21.21', ","'255', ","'0.0135', ","'0', ",'1'
"'4682', ","'22.96',"," '2026-05-06  23:30:15',"," '18.42',"," '255',"," '0.0292',"," '0',", '0'
"'4683', ","'23.16',"," '2026-05-06  23:30:30',"," '16.57',"," '255',"," '0.0337',"," '0',", '1'
"'4684', ","'22.85',"," '2026-05-06  23:30:45',"," '17.79',"," '255',"," '0.0322',"," '0',", '0'
"'4685', ","'22.92',"," '2026-05-06  23:31:00',"," '15.42',"," '255',"," '0.0258',"," '0',", '0'
"'4686', ","'22.95',"," '2026-05-06  23:31:15',"," '20.47',"," '255',"," '0.0114',"," '0',", '0'
"'4687', ","'23.31',"," '2026-05-06  23:31:30',"," '16.01',"," '255',"," '0.0158',"," '0',", '0'
"'4688', ","'23.2', ","'2026-05-06  23:31:45', ","'16.7', '","255', '","0.013', '0","', '0",'
"'4689', ","'23.17',"," '2026-05-06  23:32:00',"," '16.59',"," '255',"," '0.0122',"," '0',", '0'
"'4690', ","'23.15',"," '2026-05-06  23:32:15',"," '19.92',"," '255',"," '0.0212',"," '0',", '0'
"'4691', ","'22.88',"," '2026-05-06  23:32:30',"," '17.95',"," '255',"," '0.021', ","'0', ",'1'
"'4692', ","'23.05',"," '2026-05-06  23:32:45',"," '21.11',"," '255',"," '0.0329',"," '0',", '0'
"'4693', ","'22.9', ","'2026-05-06  23:33:00', ","'19.81', ","'255', ","'0.0166', ","'0', ",'1'
"'4694', ","'23.29',"," '2026-05-06  23:33:15',", '133.56',", '255'",", '0.0207'",", '0'",", '0'"
"'4695', ","'23.3', ","'2026-05-06  23:33:30', ","'16.53', ","'255', ","'0.022', '","0', '",0'
"'4696', ","'23.14',"," '2026-05-06  23:33:45',"," '15.23',"," '255',"," '0.0248',"," '0',", '1'
"'4697', ","'23.2', ","'2026-05-06  23:34:00', ","'16.4', '","255', '","0.0256', '","0', '",0'
"'4698', ","'23.31',"," '2026-05-06  23:34:15',"," '16.65',"," '255',"," '0.0258',"," '0',", '0'
"'4699', ","'23.25',"," '2026-05-06  23:34:30',"," '22.67',"," '255',"," '0.032', ","'0', ",'0'
"'4700', ","'23.25',"," '2026-05-06  23:34:45',"," '22.03',"," '255',"," '0.0122',"," '0',", '0'
"'4701', ","'22.93',"," '2026-05-06  23:35:00',"," '15.92',"," '255',"," '0.0275',"," '0',", '0'
"'4702', ","'22.82',"," '2026-05-06  23:35:15',"," '17.49',"," '255',"," '0.0287',"," '0',", '0'
"'4703', ","'22.99',"," '2026-05-06  23:35:30',"," '15.8', ","'255', ","'0.0176', ","'0', ",'0'
"'4704', ","'22.74',"," '2026-05-06  23:35:45',"," '23.51',"," '255',"," '0.0174',"," '0',", '1'
"'4705', ","'22.76',"," '2026-05-06  23:36:00',"," '22.72',"," '255',"," '0.0289',"," '0',", '0'
"'4706', ","'22.86',"," '2026-05-06  23:36:15',"," '14.5', ","'255', ","'0.0339', ","'0', ",'1'
"'4707', ","'23.27',"," '2026-05-06  23:36:30',"," '19.77',"," '255',"," '0.0333',"," '0',", '1'
"'4708', ","'23.22',"," '2026-05-06  23:36:45',"," '19.38',"," '255',"," '0.0172',"," '0',", '0'
"'4709', ","'22.82',"," '2026-05-06  23:37:00',"," '18.18',"," '255',"," '0.0236',"," '0',", '0'
"'4710', ","'22.98',"," '2026-05-06  23:37:15',"," '14.15',"," '255',"," '0.0216',"," '0',", '0'
"'4711', ","'23.11',"," '2026-05-06  23:37:30',"," '14.58',"," '255',"," '0.0348',"," '0',", '0'
"'4712', ","'23.2', ","'2026-05-06  23:37:45', ","'16.12', ","'255', ","'0.01', '0","', '0",'
"'4713', ","'22.79',"," '2026-05-06  23:38:00',"," '18.32',"," '255',"," '0.0196',"," '0',", '0'
"'4714', ","'22.87',"," '2026-05-06  23:38:15',"," '21.81',"," '255',"," '0.019', ","'0', ",'1'
"'4715', ","'22.72',"," '2026-05-06  23:38:30',"," '17.45',"," '255',"," '0.0257',"," '0',", '0'
"'4716', ","'22.83',"," '2026-05-06  23:38:45',"," '21.55',"," '255',"," '0.0225',"," '0',", '0'
"'4717', ","'22.89',"," '2026-05-06  23:39:00',"," '20.86',"," '255',"," '0.0191',"," '0',", '0'
"'4718', ","'23.21',"," '2026-05-06  23:39:15',"," '19.58',"," '255',"," '0.0251',"," '0',", '0'
"'4719', ","'22.66',"," '2026-05-06  23:39:30',"," '13.55',"," '255',"," '0.011', ","'0', ",'0'
"'4720', ","'22.96',"," '2026-05-06  23:39:45',"," '15.24',"," '255',"," '0.0239',"," '0',", '0'
"'4721', ","'23.02',"," '2026-05-06  23:40:00',"," '17.85',"," '255',"," '0.0325',"," '0',", '0'
"'4722', ","'22.8', ","'2026-05-06  23:40:15', ","'14.5', '","255', '","0.0322', '","0', '",1'
"'4723', ","'22.83',"," '2026-05-06  23:40:30',"," '17.68',"," '255',"," '0.0301',"," '0',", '0'
"'4724', ","'22.94',"," '2026-05-06  23:40:45',"," '16.67',"," '255',"," '0.0228',"," '0',", '0'
"'4725', ","'23.2', ","'2026-05-06  23:41:00', ","'23.19', ","'255', ","'0.0242', ","'0', ",'0'
"'4726', ","'23', '2","026-05-06 23 :41:15', '1","9.62', '2","55', '0",".0227', '0","', '0",'
"'4727', ","'23.15',"," '2026-05-06  23:41:30',"," '14.13',"," '255',"," '0.0164',"," '0',", '0'
"'4728', ","'23.1', ","'2026-05-06  23:41:45', ","'20.17', ","'255', ","'0.0281', ","'0', ",'0'
"'4729', ","'23.08',"," '2026-05-06  23:42:00',"," '16.7', ","'255', ","'0.0086', ","'0', ",'0'
"'4730', ","'22.86',"," '2026-05-06  23:42:15',"," '15.44',"," '255',"," '0.0315',"," '0',", '0'
"'4731', ","'23.15',"," '2026-05-06  23:42:30',"," '13.54',"," '255',"," '0.0305',"," '0',", '0'
"'4732', ","'22.94',"," '2026-05-06  23:42:45',"," '14.66',"," '255',"," '0.0318',"," '0',", '0'
"'4733', ","'23.16',"," '2026-05-06  23:43:00',"," '16.4', ","'255', ","'0.0262', ","'0', ",'0'
"'4734', ","'23', '2","026-05-06 23 :43:15', '2","1.46', '2","55', '0",".0174', '0","', '0",'
"'4735', ","'23.05',"," '2026-05-06  23:43:30',"," '18.66',"," '255',"," '0.0288',"," '0',", '0'
"'4736', ","'22.66',"," '2026-05-06  23:43:45',"," '18.34',"," '255',"," '0.0199',"," '0',", '0'
"'4737', ","'22.84',"," '2026-05-06  23:44:00',"," '16.21',"," '255',"," '0.029', ","'0', ",'0'
"'4738', ","'22.59',"," '2026-05-06  23:44:15',"," '18.36',"," '255',"," '0.033', ","'0', ",'0'
"'4739', ","'23.13',"," '2026-05-06  23:44:30',"," '22.68',"," '255',"," '0.0088',"," '0',", '0'
"'4740', ","'22.94',"," '2026-05-06  23:44:45',"," '16.16',"," '255',"," '0.0146',"," '0',", '0'
"'4741', ","'23.07',"," '2026-05-06  23:45:00',"," '14.77',"," '255',"," '0.0134',"," '0',", '0'
"'4742', ","'23.07',"," '2026-05-06  23:45:15',"," '18.41',"," '255',"," '0.0102',"," '0',", '0'
"'4743', ","'22.71',"," '2026-05-06  23:45:30',"," '17.2', ","'255', ","'0.0085', ","'0', ",'0'
"'4744', ","'22.77',"," '2026-05-06  23:45:45',"," '21.22',"," '255',"," '0.0097',"," '0',", '0'
"'4745', ","'23.14',"," '2026-05-06  23:46:00',"," '14.99',"," '255',"," '0.035', ","'0', ",'0'
"'4746', ","'22.88',"," '2026-05-06  23:46:15',"," '18.99',"," '255',"," '0.0188',"," '0',", '0'
"'4747', ","'22.92',"," '2026-05-06  23:46:30',"," '22.17',"," '255',"," '0.0346',"," '0',", '0'
"'4748', ","'23.02',"," '2026-05-06  23:46:45',"," '20.51',"," '255',"," '0.0104',"," '0',", '0'
"'4749', ","'22.97',"," '2026-05-06  23:47:00',"," '15.35',"," '255',"," '0.0318',"," '0',", '0'
"'4750', ","'22.54',"," '2026-05-06  23:47:15',"," '22.2', ","'255', ","'0.0137', ","'0', ",'1'
"'4751', ","'22.76',"," '2026-05-06  23:47:30',"," '20.54',"," '255',"," '0.0321',"," '0',", '0'
"'4752', ","'22.59',"," '2026-05-06  23:47:45',"," '20.56',"," '255',"," '0.0187',"," '0',", '0'
"'4753', ","'22.62',"," '2026-05-06  23:48:00',"," '18.7', ","'255', ","'0.0266', ","'0', ",'0'
"'4754', ","'23', '2","026-05-06 23 :48:15', '1","4.93', '2","55', '0",".0296', '0","', '0",'
"'4755', ","'22.63',"," '2026-05-06  23:48:30',"," '15.3', ","'255', ","'0.0107', ","'0', ",'1'
"'4756', ","'23.09',"," '2026-05-06  23:48:45',"," '16.9', ","'255', ","'0.0199', ","'0', ",'0'
"'4757', ","'22.85',"," '2026-05-06  23:49:00',"," '19.89',"," '255',"," '0.0125',"," '0',", '0'
"'4758', ","'22.72',"," '2026-05-06  23:49:15',"," '17.75',"," '255',"," '0.0264',"," '0',", '0'
"'4759', ","'22.83',"," '2026-05-06  23:49:30',"," '19.08',"," '255',"," '0.0234',"," '0',", '0'
"'4760', ","'22.77',"," '2026-05-06  23:49:45',"," '19.45',"," '255',"," '0.0332',"," '0',", '0'
"'4761', ","'22.98',"," '2026-05-06  23:50:00',"," '21.67',"," '255',"," '0.0269',"," '0',", '1'
"'4762', ","'23.01',"," '2026-05-06  23:50:15',"," '13.35',"," '255',"," '0.0277',"," '0',", '1'
"'4763', ","'22.84',"," '2026-05-06  23:50:30',"," '12.88',"," '255',"," '0.0125',"," '0',", '0'
"'4764', ","'22.99',"," '2026-05-06  23:50:45',"," '16.66',"," '255',"," '0.0264',"," '0',", '0'
"'4765', ","'22.97',"," '2026-05-06  23:51:00',"," '17.17',"," '255',"," '0.0211',"," '0',", '0'
"'4766', ","'22.63',"," '2026-05-06  23:51:15',"," '15.09',"," '255',"," '0.0213',"," '0',", '0'
"'4767', ","'22.72',"," '2026-05-06  23:51:30',"," '20.91',"," '255',"," '0.0164',"," '0',", '0'
"'4768', ","'23.06',"," '2026-05-06  23:51:45',"," '17.97',"," '255',"," '0.0218',"," '0',", '0'
"'4769', ","'22.62',"," '2026-05-06  23:52:00',"," '21.81',"," '255',"," '0.0297',"," '0',", '1'
"'4770', ","'22.77',"," '2026-05-06  23:52:15',"," '20.33',"," '255',"," '0.011', ","'0', ",'0'
"'4771', ","'22.85',"," '2026-05-06  23:52:30',"," '17.27',"," '255',"," '0.0184',"," '0',", '0'
"'4772', ","'22.82',"," '2026-05-06  23:52:45',"," '20.81',"," '255',"," '0.0119',"," '0',", '0'
"'4773', ","'22.46',"," '2026-05-06  23:53:00',"," '12.65',"," '255',"," '0.0291',"," '0',", '0'
"'4774', ","'22.72',"," '2026-05-06  23:53:15',"," '22.07',"," '255',"," '0.021', ","'0', ",'0'
"'4775', ","'22.89',"," '2026-05-06  23:53:30',"," '20.14',"," '255',"," '0.0309',"," '0',", '0'
"'4776', ","'22.49',"," '2026-05-06  23:53:45',"," '21.3', ","'255', ","'0.0093', ","'0', ",'0'
"'4777', ","'22.6', ","'2026-05-06  23:54:00', ","'19.77', ","'255', ","'0.0244', ","'0', ",'0'
"'4778', ","'22.66',"," '2026-05-06  23:54:15',"," '16.33',"," '255',"," '0.0338',"," '0',", '1'
"'4779', ","'22.84',"," '2026-05-06  23:54:30',"," '12.7', ","'255', ","'0.0227', ","'0', ",'0'
"'4780', ","'22.99',"," '2026-05-06  23:54:45',"," '16.2', ","'255', ","'0.0106', ","'0', ",'0'
"'4781', ","'22.48',"," '2026-05-06  23:55:00',", '137.36',", '255'",", '0.0329'",", '0'",", '0'"
"'4782', ","'22.48',"," '2026-05-06  23:55:15',"," '14.11',"," '255',"," '0.0219',"," '0',", '0'
"'4783', ","'22.43',"," '2026-05-06  23:55:30',"," '14.97',"," '255',"," '0.0177',"," '0',", '0'
"'4784', ","'22.78',"," '2026-05-06  23:55:45',"," '20.63',"," '255',"," '0.01', '","0', '",0'
"'4785', ","'22.69',"," '2026-05-06  23:56:00',"," '13.44',"," '255',"," '0.0122',"," '0',", '0'
"'4786', ","'22.74',"," '2026-05-06  23:56:15',"," '21.81',"," '255',"," '0.0254',"," '0',", '0'
"'4787', ","'22.48',"," '2026-05-06  23:56:30',"," '20.05',"," '255',"," '0.016', ","'0', ",'0'
"'4788', ","'22.89',"," '2026-05-06  23:56:45',"," '18.35',"," '255',"," '0.0291',"," '0',", '0'
"'4789', ","'22.91',"," '2026-05-06  23:57:00',"," '20.64',"," '255',"," '0.0177',"," '0',", '0'
"'4790', ","'22.67',"," '2026-05-06  23:57:15',"," '22.01',"," '255',"," '0.0345',"," '0',", '0'
"'4791', ","'22.83',"," '2026-05-06  23:57:30',"," '13.27',"," '255',"," '0.0207',"," '0',", '0'
"'4792', ","'22.76',"," '2026-05-06  23:57:45',"," '15.14',"," '255',"," '0.0281',"," '0',", '0'
"'4793', ","'22.4', ","'2026-05-06  23:58:00', ","'17.64', ","'255', ","'0.0124', ","'0', ",'0'
"'4794', ","'22.84',"," '2026-05-06  23:58:15',"," '20.9', ","'255', ","'0.0279', ","'0', ",'0'
"'4795', ","'22.93',"," '2026-05-06  23:58:30',"," '18.75',"," '255',"," '0.032', ","'0', ",'0'
"'4796', ","'22.6', ","'2026-05-06  23:58:45', ","'15.84', ","'255', ","'0.0091', ","'0', ",'0'
"'4797', ","'22.91',"," '2026-05-06  23:59:00',"," '17.17',"," '255',"," '0.0087',"," '0',", '0'
"'4798', ","'22.82',"," '2026-05-06  23:59:15',"," '15.19',"," '255',"," '0.0175',"," '0',", '0'
"'4799', ","'22.8', ","'2026-05-06  23:59:30', ","'19.04', ","'255', ","'0.0203', ","'0', ",'0'
"'4800', ","'22.64',"," '2026-05-06  23:59:45',"," '12.51',"," '255',"," '0.0234',"," '0',", '0'
"'4801', ","'22.69',"," '2026-05-07  00:00:00',"," '13.4', ","'1.55',"," '0.0099',"," '0',", '1'
