id,temperature,created_at,sound,light,dust,fan,motion
"'2405', ","'22.09',"," '2026-05-05  23:01:00',"," '8.08', '","255', '","0.0177', '","0', '",0'
"'2406', ","'21.85',"," '2026-05-05  23:01:15',"," '6.55', '","255', '","0.0175', '","0', '",0'
"'2407', ","'22.26',"," '2026-05-05  23:01:30',"," '9.73', '","255', '","0.027', '0","', '0",'
"'2408', ","'22.14',"," '2026-05-05  23:01:45',"," '13.49', ","'255', ","'0.0116', ","'0', ",'0'
"'2409', ","'22.14',"," '2026-05-05  23:02:00',"," '11.73', ","'255', ","'0.0348', ","'0', ",'0'
"'2410', ","'22.23',"," '2026-05-05  23:02:15',"," '8.64', '","255', '","0.0209', '","0', '",0'
"'2411', ","'21.79',"," '2026-05-05  23:02:30',"," '10.31', ","'255', ","'0.0272', ","'0', ",'0'
"'2412', ","'22', '2","026-05-05 23 :02:45', '1","1.01', '25","5', '0.","0302', '0'",", '0'",
"'2413', ","'22.1', ","'2026-05-05  23:03:00', ","'14.47', '","255', '","0.0346', '","0', '",0'
"'2414', ","'22.23',"," '2026-05-05  23:03:15',"," '6.73', '","255', '","0.0212', '","0', '",0'
"'2415', ","'22.23',"," '2026-05-05  23:03:30',"," '11.64', ","'255', ","'0.0297', ","'0', ",'0'
"'2416', ","'21.89',"," '2026-05-05  23:03:45',"," '12.54', ","'255', ","'0.0345', ","'0', ",'0'
"'2417', ","'22.18',"," '2026-05-05  23:04:00',"," '6.56', '","255', '","0.0104', '","0', '",0'
"'2418', ","'22.04',"," '2026-05-05  23:04:15',"," '11.14', ","'255', ","'0.0231', ","'0', ",'0'
"'2419', ","'21.85',"," '2026-05-05  23:04:30',"," '11.95', ","'255', ","'0.0234', ","'0', ",'0'
"'2420', ","'21.79',"," '2026-05-05  23:04:45',"," '11.74', ","'255', ","'0.0109', ","'0', ",'0'
"'2421', ","'21.86',"," '2026-05-05  23:05:00',"," '5.56', '","255', '","0.0207', '","0', '",0'
"'2422', ","'21.98',"," '2026-05-05  23:05:15',"," '15.22', ","'255', ","'0.0205', ","'0', ",'0'
"'2423', ","'22.25',"," '2026-05-05  23:05:30',"," '10.4', '","255', '","0.0306', '","0', '",0'
"'2424', ","'22.25',"," '2026-05-05  23:05:45',"," '9.77', '","255', '","0.0344', '","0', '",0'
"'2425', ","'22.21',"," '2026-05-05  23:06:00',"," '12.93', ","'255', ","'0.0314', ","'0', ",'0'
"'2426', ","'21.98',"," '2026-05-05  23:06:15',"," '9.44', '","255', '","0.01', '0'",", '1'",
"'2427', ","'22.2', ","'2026-05-05  23:06:30', ","'13.96', '","255', '","0.0267', '","0', '",0'
"'2428', ","'22.16',"," '2026-05-05  23:06:45',"," '12.22', ","'255', ","'0.0131', ","'0', ",'0'
"'2429', ","'22.15',"," '2026-05-05  23:07:00',"," '14.97', ","'255', ","'0.0143', ","'0', ",'0'
"'2430', ","'22.13',"," '2026-05-05  23:07:15',"," '7.91', '","255', '","0.0279', '","0', '",0'
"'2431', ","'22.02',"," '2026-05-05  23:07:30',"," '9.46', '","255', '","0.0285', '","0', '",0'
"'2432', ","'21.7', ","'2026-05-05  23:07:45', ","'14.76', '","255', '","0.0106', '","0', '",0'
"'2433', ","'21.88',"," '2026-05-05  23:08:00',"," '10.67', ","'255', ","'0.0269', ","'0', ",'0'
"'2434', ","'21.7', ","'2026-05-05  23:08:15', ","'13.37', '","255', '","0.0259', '","0', '",0'
"'2435', ","'21.77',"," '2026-05-05  23:08:30',"," '15.38', ","'255', ","'0.0313', ","'0', ",'0'
"'2436', ","'21.67',"," '2026-05-05  23:08:45',"," '14.92', ","'255', ","'0.0137', ","'0', ",'0'
"'2437', ","'22.01',"," '2026-05-05  23:09:00',"," '6.8', '2","55', '0",".0112', '0","', '0",'
"'2438', ","'21.82',"," '2026-05-05  23:09:15',"," '8.66', '","255', '","0.0185', '","0', '",0'
"'2439', ","'21.85',"," '2026-05-05  23:09:30',"," '7.22', '","255', '","0.0257', '","0', '",0'
"'2440', ","'22.03',"," '2026-05-05  23:09:45',"," '11.37', ","'255', ","'0.0171', ","'0', ",'1'
"'2441', ","'21.7', ","'2026-05-05  23:10:00', ","'10.1', '2","55', '0",".0333', '0","', '0",'
"'2442', ","'22.11',"," '2026-05-05  23:10:15',"," '14.41', ","'255', ","'0.0088', ","'0', ",'0'
"'2443', ","'22.11',"," '2026-05-05  23:10:30',"," '10.71', ","'255', ","'0.0301', ","'0', ",'0'
"'2444', ","'21.83',"," '2026-05-05  23:10:45',"," '13.75', ","'255', ","'0.0259', ","'0', ",'0'
"'2445', ","'22.12',"," '2026-05-05  23:11:00',"," '13.09', ","'255', ","'0.0254', ","'0', ",'0'
"'2446', ","'21.7', ","'2026-05-05  23:11:15', ","'12.48', '","255', '","0.0206', '","0', '",0'
"'2447', ","'21.68',"," '2026-05-05  23:11:30',"," '10.75', ","'255', ","'0.0219', ","'0', ",'0'
"'2448', ","'21.79',"," '2026-05-05  23:11:45',"," '7.74', '","255', '","0.0169', '","0', '",0'
"'2449', ","'22.18',"," '2026-05-05  23:12:00',"," '13.36', ","'255', ","'0.0326', ","'0', ",'0'
"'2450', ","'21.64',"," '2026-05-05  23:12:15',"," '5.8', '2","55', '0",".0258', '0","', '1",'
"'2451', ","'22.16',"," '2026-05-05  23:12:30',"," '15.2', '","255', '","0.0325', '","0', '",0'
"'2452', ","'21.63',"," '2026-05-05  23:12:45',"," '7.13', '","255', '","0.0225', '","0', '",1'
"'2453', ","'22.05',"," '2026-05-05  23:13:00',"," '7.28', '","255', '","0.0126', '","0', '",0'
"'2454', ","'21.69',"," '2026-05-05  23:13:15',"," '13.76', ","'255', ","'0.0225', ","'0', ",'0'
"'2455', ","'22.05',"," '2026-05-05  23:13:30',"," '5.76', '","255', '","0.0284', '","0', '",0'
"'2456', ","'22.15',"," '2026-05-05  23:13:45',"," '11.37', ","'255', ","'0.0281', ","'0', ",'0'
"'2457', ","'21.8', ","'2026-05-05  23:14:00', ","'9.77', '2","55', '0",".0179', '0","', '0",'
"'2458', ","'21.95',"," '2026-05-05  23:14:15',"," '9.87', '","255', '","0.008', '0","', '0",'
"'2459', ","'21.94',"," '2026-05-05  23:14:30',"," '14.71', ","'255', ","'0.0158', ","'0', ",'0'
"'2460', ","'21.92',"," '2026-05-05  23:14:45',"," '5.22', '","255', '","0.0211', '","0', '",0'
"'2461', ","'21.64',"," '2026-05-05  23:15:00',"," '10.92', ","'255', ","'0.0146', ","'0', ",'1'
"'2462', ","'21.57',"," '2026-05-05  23:15:15',"," '6.68', '","255', '","0.0325', '","0', '",0'
"'2463', ","'21.64',"," '2026-05-05  23:15:30',"," '7.05', '","255', '","0.0094', '","0', '",0'
"'2464', ","'21.89',"," '2026-05-05  23:15:45',"," '7.77', '","255', '","0.0162', '","0', '",0'
"'2465', ","'21.69',"," '2026-05-05  23:16:00',"," '8.36', '","255', '","0.0202', '","0', '",0'
"'2466', ","'21.84',"," '2026-05-05  23:16:15',"," '8.54', '","255', '","0.0146', '","0', '",0'
"'2467', ","'21.82',"," '2026-05-05  23:16:30',"," '5.27', '","255', '","0.0342', '","0', '",0'
"'2468', ","'22.06',"," '2026-05-05  23:16:45',"," '8.35', '","255', '","0.0093', '","0', '",0'
"'2469', ","'22.08',"," '2026-05-05  23:17:00',"," '10.23', ","'255', ","'0.0205', ","'0', ",'0'
"'2470', ","'21.63',"," '2026-05-05  23:17:15',"," '5.4', '2","55', '0",".029', '0'",", '0'",
"'2471', ","'21.87',"," '2026-05-05  23:17:30',"," '12.48', ","'255', ","'0.0202', ","'0', ",'0'
"'2472', ","'21.55',"," '2026-05-05  23:17:45',"," '5.83', '","255', '","0.0138', '","0', '",0'
"'2473', ","'21.74',"," '2026-05-05  23:18:00',"," '10.24', ","'255', ","'0.0331', ","'0', ",'0'
"'2474', ","'21.75',"," '2026-05-05  23:18:15',"," '5.53', '","255', '","0.0256', '","0', '",0'
"'2475', ","'21.79',"," '2026-05-05  23:18:30',"," '8.42', '","255', '","0.0348', '","0', '",0'
"'2476', ","'21.97',"," '2026-05-05  23:18:45',"," '8.29', '","255', '","0.0205', '","0', '",0'
"'2477', ","'21.94',"," '2026-05-05  23:19:00',"," '7.48', '","255', '","0.0185', '","0', '",0'
"'2478', ","'21.61',"," '2026-05-05  23:19:15',"," '10.22', ","'255', ","'0.0207', ","'0', ",'0'
"'2479', ","'21.95',"," '2026-05-05  23:19:30',"," '8.28', '","255', '","0.0331', '","0', '",0'
"'2480', ","'21.72',"," '2026-05-05  23:19:45',"," '7.76', '","255', '","0.0113', '","0', '",0'
"'2481', ","'21.56',"," '2026-05-05  23:20:00',"," '9.22', '","255', '","0.0157', '","0', '",0'
"'2482', ","'21.75',"," '2026-05-05  23:20:15',"," '12.45', ","'255', ","'0.0292', ","'0', ",'0'
"'2483', ","'21.94',"," '2026-05-05  23:20:30',"," '11.16', ","'255', ","'0.0258', ","'0', ",'0'
"'2484', ","'21.64',"," '2026-05-05  23:20:45',"," '9', '255","', '0.0","269', '0',", '0',
"'2485', ","'21.86',"," '2026-05-05  23:21:00',"," '14.88', ","'255', ","'0.0234', ","'0', ",'0'
"'2486', ","'21.8', ","'2026-05-05  23:21:15', ","'12.05', '","255', '","0.0337', '","0', '",0'
"'2487', ","'21.77',"," '2026-05-05  23:21:30',"," '9.84', '","255', '","0.0085', '","0', '",0'
"'2488', ","'22.03',"," '2026-05-05  23:21:45',"," '5.38', '","255', '","0.0343', '","0', '",0'
"'2489', ","'21.44',"," '2026-05-05  23:22:00',"," '6.64', '","255', '","0.0142', '","0', '",0'
"'2490', ","'21.91',"," '2026-05-05  23:22:15',"," '7.38', '","255', '","0.0323', '","0', '",0'
"'2491', ","'21.64',"," '2026-05-05  23:22:30',"," '12.74', ","'255', ","'0.0141', ","'0', ",'0'
"'2492', ","'21.55',"," '2026-05-05  23:22:45',"," '14.63', ","'255', ","'0.0132', ","'0', ",'0'
"'2493', ","'21.78',"," '2026-05-05  23:23:00',"," '11.11', ","'255', ","'0.032', '","0', '",0'
"'2494', ","'21.84',"," '2026-05-05  23:23:15',"," '9.25', '","255', '","0.0215', '","0', '",0'
"'2495', ","'21.5', ","'2026-05-05  23:23:30', ","'7.71', '2","55', '0",".022', '0'",", '0'",
"'2496', ","'21.53',"," '2026-05-05  23:23:45',"," '12.32', ","'255', ","'0.0267', ","'0', ",'0'
"'2497', ","'21.65',"," '2026-05-05  23:24:00',"," '10.59', ","'255', ","'0.0342', ","'0', ",'0'
"'2498', ","'21.82',"," '2026-05-05  23:24:15',"," '4.9', '2","55', '0",".0168', '0","', '0",'
"'2499', ","'21.42',"," '2026-05-05  23:24:30',"," '13.48', ","'255', ","'0.0327', ","'0', ",'0'
"'2500', ","'21.54',"," '2026-05-05  23:24:45',"," '7.03', '","255', '","0.0299', '","0', '",0'
"'2501', ","'21.85',"," '2026-05-05  23:25:00',"," '14.08', ","'255', ","'0.0307', ","'0', ",'0'
"'2502', ","'21.43',"," '2026-05-05  23:25:15',"," '14.36', ","'255', ","'0.0237', ","'0', ",'0'
"'2503', ","'21.74',"," '2026-05-05  23:25:30',"," '7.24', '","255', '","0.0267', '","0', '",1'
"'2504', ","'21.65',"," '2026-05-05  23:25:45',"," '12.44', ","'255', ","'0.021', '","0', '",0'
"'2505', ","'21.74',"," '2026-05-05  23:26:00',"," '12.22', ","'255', ","'0.008', '","0', '",0'
"'2506', ","'21.88',"," '2026-05-05  23:26:15',"," '12.01', ","'255', ","'0.0322', ","'0', ",'0'
"'2507', ","'21.69',"," '2026-05-05  23:26:30',"," '5.77', '","255', '","0.0195', '","0', '",0'
"'2508', ","'21.95',"," '2026-05-05  23:26:45',"," '13.28', ","'255', ","'0.0336', ","'0', ",'0'
"'2509', ","'21.54',"," '2026-05-05  23:27:00',"," '10.5', '","255', '","0.0204', '","0', '",0'
"'2510', ","'21.45',"," '2026-05-05  23:27:15',"," '14.28', ","'255', ","'0.0191', ","'0', ",'0'
"'2511', ","'21.45',"," '2026-05-05  23:27:30',"," '12.14', ","'255', ","'0.0293', ","'0', ",'1'
"'2512', ","'21.7', ","'2026-05-05  23:27:45', ","'7.49', '2","55', '0",".0219', '0","', '0",'
"'2513', ","'21.51',"," '2026-05-05  23:28:00',"," '11.15', ","'255', ","'0.0112', ","'0', ",'0'
"'2514', ","'21.48',"," '2026-05-05  23:28:15',"," '7.53', '","255', '","0.0335', '","0', '",0'
"'2515', ","'21.39',"," '2026-05-05  23:28:30',"," '14.05', ","'255', ","'0.0333', ","'0', ",'0'
"'2516', ","'21.48',"," '2026-05-05  23:28:45',"," '7.17', '","255', '","0.0189', '","0', '",0'
"'2517', ","'21.68',"," '2026-05-05  23:29:00',"," '4.77', '","255', '","0.0239', '","0', '",0'
"'2518', ","'21.5', ","'2026-05-05  23:29:15', ","'14.57', '","255', '","0.0111', '","0', '",0'
"'2519', ","'21.91',"," '2026-05-05  23:29:30',"," '7.64', '","255', '","0.0267', '","0', '",0'
"'2520', ","'21.71',"," '2026-05-05  23:29:45',"," '11.56', ","'255', ","'0.0199', ","'0', ",'0'
"'2521', ","'21.36',"," '2026-05-05  23:30:00',"," '5.8', '2","55', '0",".0116', '0","', '0",'
"'2522', ","'21.82',"," '2026-05-05  23:30:15',"," '11.23', ","'255', ","'0.0119', ","'0', ",'0'
"'2523', ","'21.55',"," '2026-05-05  23:30:30',"," '9.66', '","255', '","0.0099', '","0', '",0'
"'2524', ","'21.52',"," '2026-05-05  23:30:45',"," '8.59', '","255', '","0.0341', '","0', '",0'
"'2525', ","'21.48',"," '2026-05-05  23:31:00',"," '8.41', '","255', '","0.0325', '","0', '",0'
"'2526', ","'21.72',"," '2026-05-05  23:31:15',"," '9.17', '","255', '","0.0335', '","0', '",0'
"'2527', ","'21.3', ","'2026-05-05  23:31:30', ","'9.09', '2","55', '0",".0133', '0","', '0",'
"'2528', ","'21.72',"," '2026-05-05  23:31:45',"," '6.4', '2","55', '0",".0275', '0","', '0",'
"'2529', ","'21.76',"," '2026-05-05  23:32:00',"," '6.41', '","255', '","0.0109', '","0', '",0'
"'2530', ","'21.29',"," '2026-05-05  23:32:15',"," '12.75', ","'255', ","'0.0185', ","'0', ",'0'
"'2531', ","'21.49',"," '2026-05-05  23:32:30',"," '11.85', ","'255', ","'0.0258', ","'0', ",'0'
"'2532', ","'21.46',"," '2026-05-05  23:32:45',"," '5.31', '","255', '","0.0208', '","0', '",0'
"'2533', ","'21.48',"," '2026-05-05  23:33:00',"," '8.99', '","255', '","0.0183', '","0', '",0'
"'2534', ","'21.79',"," '2026-05-05  23:33:15',"," '11.47', ","'255', ","'0.0317', ","'0', ",'0'
"'2535', ","'21.37',"," '2026-05-05  23:33:30',"," '6.3', '2","55', '0",".0154', '0","', '0",'
"'2536', ","'21.41',"," '2026-05-05  23:33:45',"," '5.6', '2","55', '0",".0267', '0","', '0",'
"'2537', ","'21.68',"," '2026-05-05  23:34:00',"," '10.6', '","255', '","0.025', '0","', '0",'
"'2538', ","'21.48',"," '2026-05-05  23:34:15',"," '12.71', ","'255', ","'0.0179', ","'0', ",'0'
"'2539', ","'21.39',"," '2026-05-05  23:34:30',"," '7.1', '2","55', '0",".0182', '0","', '1",'
"'2540', ","'21.54',"," '2026-05-05  23:34:45',"," '9.11', '","255', '","0.0093', '","0', '",0'
"'2541', ","'21.47',"," '2026-05-05  23:35:00',"," '14.02', ","'255', ","'0.0226', ","'0', ",'0'
"'2542', ","'21.81',"," '2026-05-05  23:35:15',"," '11.1', '","255', '","0.0199', '","0', '",0'
"'2543', ","'21.3', ","'2026-05-05  23:35:30', ","'7.94', '2","55', '0",".0235', '0","', '0",'
"'2544', ","'21.26',"," '2026-05-05  23:35:45',"," '6.86', '","255', '","0.017', '0","', '0",'
"'2545', ","'21.39',"," '2026-05-05  23:36:00',"," '6.78', '","255', '","0.0208', '","0', '",0'
"'2546', ","'21.7', ","'2026-05-05  23:36:15', ","'8.38', '2","55', '0",".0085', '0","', '0",'
"'2547', ","'21.74',"," '2026-05-05  23:36:30',"," '8.04', '","255', '","0.0228', '","0', '",0'
"'2548', ","'21.69',"," '2026-05-05  23:36:45',"," '9.66', '","255', '","0.0323', '","0', '",0'
"'2549', ","'21.29',"," '2026-05-05  23:37:00',"," '8.32', '","255', '","0.021', '0","', '1",'
"'2550', ","'21.36',"," '2026-05-05  23:37:15',"," '9.72', '","255', '","0.0348', '","0', '",0'
"'2551', ","'21.53',"," '2026-05-05  23:37:30',"," '8.84', '","255', '","0.0131', '","0', '",0'
"'2552', ","'21.25',"," '2026-05-05  23:37:45',"," '9.52', '","255', '","0.0216', '","0', '",0'
"'2553', ","'21.21',"," '2026-05-05  23:38:00',"," '9.77', '","255', '","0.0136', '","0', '",0'
"'2554', ","'21.28',"," '2026-05-05  23:38:15',"," '9.6', '2","55', '0",".0165', '0","', '0",'
"'2555', ","'21.3', ","'2026-05-05  23:38:30', ","'9.07', '2","55', '0",".0097', '0","', '0",'
"'2556', ","'21.24',"," '2026-05-05  23:38:45',"," '11.33', ","'255', ","'0.0187', ","'0', ",'0'
"'2557', ","'21.47',"," '2026-05-05  23:39:00',"," '7.55', '","255', '","0.0154', '","0', '",0'
"'2558', ","'21.16',"," '2026-05-05  23:39:15',"," '13.32', ","'255', ","'0.0157', ","'0', ",'0'
"'2559', ","'21.16',"," '2026-05-05  23:39:30',"," '14.26', ","'255', ","'0.0313', ","'0', ",'0'
"'2560', ","'21.41',"," '2026-05-05  23:39:45',"," '5.61', '","255', '","0.0152', '","0', '",0'
"'2561', ","'21.62',"," '2026-05-05  23:40:00',"," '9.5', '2","55', '0",".0328', '0","', '0",'
"'2562', ","'21.37',"," '2026-05-05  23:40:15',"," '9.19', '","255', '","0.0305', '","0', '",0'
"'2563', ","'21.15',"," '2026-05-05  23:40:30',"," '9.49', '","255', '","0.0127', '","0', '",0'
"'2564', ","'21.18',"," '2026-05-05  23:40:45',"," '9.82', '","255', '","0.012', '0","', '0",'
"'2565', ","'21.7', ","'2026-05-05  23:41:00', ","'7.99', '2","55', '0",".0158', '0","', '0",'
"'2566', ","'21.18',"," '2026-05-05  23:41:15',"," '13.6', '","255', '","0.0347', '","0', '",0'
"'2567', ","'21.23',"," '2026-05-05  23:41:30',"," '9.28', '","255', '","0.0325', '","0', '",0'
"'2568', ","'21.22',"," '2026-05-05  23:41:45',"," '4.84', '","255', '","0.0146', '","0', '",0'
"'2569', ","'21.3', ","'2026-05-05  23:42:00', ","'8.57', '2","55', '0",".029', '0'",", '0'",
"'2570', ","'21.28',"," '2026-05-05  23:42:15',"," '13.8', '","255', '","0.018', '0","', '0",'
"'2571', ","'21.66',"," '2026-05-05  23:42:30',"," '11.36', ","'255', ","'0.0334', ","'0', ",'0'
"'2572', ","'21.44',"," '2026-05-05  23:42:45',"," '9.39', '","255', '","0.0278', '","0', '",0'
"'2573', ","'21.43',"," '2026-05-05  23:43:00',"," '7.07', '","255', '","0.0102', '","0', '",1'
"'2574', ","'21.24',"," '2026-05-05  23:43:15',"," '11.39', ","'255', ","'0.0164', ","'0', ",'0'
"'2575', ","'21.58',"," '2026-05-05  23:43:30',"," '7.97', '","255', '","0.0199', '","0', '",0'
"'2576', ","'21.47',"," '2026-05-05  23:43:45',"," '13.45', ","'255', ","'0.0165', ","'0', ",'0'
"'2577', ","'21.59',"," '2026-05-05  23:44:00',"," '5.1', '2","55', '0",".0246', '0","', '0",'
"'2578', ","'21.4', ","'2026-05-05  23:44:15', ","'7.8', '25","5', '0.","0139', '0'",", '0'",
"'2579', ","'21.64',"," '2026-05-05  23:44:30',"," '5.32', '","255', '","0.0114', '","0', '",0'
"'2580', ","'21.5', ","'2026-05-05  23:44:45', ","'13.6', '2","55', '0",".018', '0'",", '0'",
"'2581', ","'21.25',"," '2026-05-05  23:45:00',"," '6.24', '","255', '","0.0209', '","0', '",0'
"'2582', ","'21.07',"," '2026-05-05  23:45:15',"," '8.88', '","255', '","0.0096', '","0', '",0'
"'2583', ","'21.55',"," '2026-05-05  23:45:30',"," '7.7', '2","55', '0",".0112', '0","', '0",'
"'2584', ","'21.44',"," '2026-05-05  23:45:45',"," '11.45', ","'255', ","'0.0221', ","'0', ",'0'
"'2585', ","'21.57',"," '2026-05-05  23:46:00',"," '7.36', '","255', '","0.0163', '","0', '",0'
"'2586', ","'21.45',"," '2026-05-05  23:46:15',"," '11.36', ","'255', ","'0.0135', ","'0', ",'0'
"'2587', ","'21.18',"," '2026-05-05  23:46:30',"," '13.93', ","'255', ","'0.0112', ","'0', ",'0'
"'2588', ","'21.05',"," '2026-05-05  23:46:45',"," '6.8', '2","55', '0",".0121', '0","', '0",'
"'2589', ","'21.29',"," '2026-05-05  23:47:00',"," '6.7', '2","55', '0",".0328', '0","', '0",'
"'2590', ","'21.49',"," '2026-05-05  23:47:15',"," '4.8', '2","55', '0",".0201', '0","', '0",'
"'2591', ","'21.1', ","'2026-05-05  23:47:30', ","'8.22', '2","55', '0",".0313', '0","', '0",'
"'2592', ","'21.48',"," '2026-05-05  23:47:45',"," '8.42', '","255', '","0.0155', '","0', '",0'
"'2593', ","'21.34',"," '2026-05-05  23:48:00',"," '9.17', '","255', '","0.026', '0","', '0",'
"'2594', ","'21.16',"," '2026-05-05  23:48:15',"," '7.71', '","255', '","0.02', '0'",", '0'",
"'2595', ","'21.47',"," '2026-05-05  23:48:30',"," '6.8', '2","55', '0",".0104', '0","', '0",'
"'2596', ","'21.01',"," '2026-05-05  23:48:45',"," '7.16', '","255', '","0.0216', '","0', '",0'
"'2597', ","'21.06',"," '2026-05-05  23:49:00',"," '126.99',"," '255',"," '0.027', ","'0', ",'0'
"'2598', ","'21.56',"," '2026-05-05  23:49:15',"," '4.28', '","255', '","0.0343', '","0', '",0'
"'2599', ","'21.25',"," '2026-05-05  23:49:30',"," '9.15', '","255', '","0.0286', '","0', '",0'
"'2600', ","'21.56',"," '2026-05-05  23:49:45',"," '7.94', '","255', '","0.0231', '","0', '",0'
"'2601', ","'21.51',"," '2026-05-05  23:50:00',"," '5.26', '","255', '","0.0145', '","0', '",0'
"'2602', ","'21', '2","026-05-05 23 :50:15', '1","0.95', '25","5', '0.","0084', '0'",", '0'",
"'2603', ","'21.32',"," '2026-05-05  23:50:30',"," '12.07', ","'255', ","'0.0238', ","'0', ",'0'
"'2604', ","'21.09',"," '2026-05-05  23:50:45',"," '4.4', '2","55', '0",".0295', '0","', '0",'
"'2605', ","'21.21',"," '2026-05-05  23:51:00',"," '8.37', '","255', '","0.0115', '","0', '",0'
"'2606', ","'21.19',"," '2026-05-05  23:51:15',"," '8.1', '2","55', '0",".0187', '0","', '0",'
"'2607', ","'21.41',"," '2026-05-05  23:51:30',"," '6.94', '","255', '","0.0284', '","0', '",0'
"'2608', ","'21.39',"," '2026-05-05  23:51:45',"," '11.99', ","'255', ","'0.0188', ","'0', ",'0'
"'2609', ","'21.13',"," '2026-05-05  23:52:00',"," '10.09', ","'255', ","'0.0104', ","'0', ",'0'
"'2610', ","'21.17',"," '2026-05-05  23:52:15',"," '12.46', ","'255', ","'0.0184', ","'0', ",'0'
"'2611', ","'20.97',"," '2026-05-05  23:52:30',"," '10.82', ","'255', ","'0.0303', ","'0', ",'0'
"'2612', ","'21.32',"," '2026-05-05  23:52:45',"," '12.83', ","'255', ","'0.0145', ","'0', ",'0'
"'2613', ","'21.43',"," '2026-05-05  23:53:00',"," '10.03', ","'255', ","'0.0235', ","'0', ",'0'
"'2614', ","'21.29',"," '2026-05-05  23:53:15',"," '4.27', '","255', '","0.0251', '","0', '",0'
"'2615', ","'21.36',"," '2026-05-05  23:53:30',"," '5.07', '","255', '","0.0144', '","0', '",0'
"'2616', ","'21.36',"," '2026-05-05  23:53:45',"," '13.19', ","'255', ","'0.018', '","0', '",0'
"'2617', ","'21.29',"," '2026-05-05  23:54:00',"," '12.68', ","'255', ","'0.0287', ","'0', ",'1'
"'2618', ","'21.03',"," '2026-05-05  23:54:15',"," '10.1', '","255', '","0.0207', '","0', '",0'
"'2619', ","'21.02',"," '2026-05-05  23:54:30',"," '12.1', '","255', '","0.0159', '","0', '",0'
"'2620', ","'20.92',"," '2026-05-05  23:54:45',"," '7.88', '","255', '","0.0121', '","0', '",0'
"'2621', ","'21.14',"," '2026-05-05  23:55:00',"," '12.39', ","'255', ","'0.0104', ","'0', ",'0'
"'2622', ","'21.02',"," '2026-05-05  23:55:15',"," '9.6', '2","55', '0",".0332', '0","', '0",'
"'2623', ","'20.91',"," '2026-05-05  23:55:30',"," '8.2', '2","55', '0",".0217', '0","', '0",'
"'2624', ","'21.18',"," '2026-05-05  23:55:45',"," '5.45', '","255', '","0.0097', '","0', '",0'
"'2625', ","'21.33',"," '2026-05-05  23:56:00',"," '10.42', ","'255', ","'0.0334', ","'0', ",'0'
"'2626', ","'21.36',"," '2026-05-05  23:56:15',"," '12.42', ","'255', ","'0.0317', ","'0', ",'0'
"'2627', ","'20.91',"," '2026-05-05  23:56:30',"," '7.05', '","255', '","0.0236', '","0', '",1'
"'2628', ","'20.93',"," '2026-05-05  23:56:45',"," '112.75',"," '255',"," '0.0118',"," '0',", '0'
"'2629', ","'20.92',"," '2026-05-05  23:57:00',"," '7.67', '","255', '","0.0131', '","0', '",0'
"'2630', ","'21.25',"," '2026-05-05  23:57:15',"," '7.07', '","255', '","0.0319', '","0', '",0'
"'2631', ","'21.02',"," '2026-05-05  23:57:30',"," '11.87', ","'255', ","'0.0268', ","'0', ",'0'
"'2632', ","'21.28',"," '2026-05-05  23:57:45',"," '9.28', '","255', '","0.0279', '","0', '",0'
"'2633', ","'20.98',"," '2026-05-05  23:58:00',"," '11.3', '","255', '","0.0187', '","0', '",0'
"'2634', ","'21.28',"," '2026-05-05  23:58:15',"," '6.41', '","255', '","0.0145', '","0', '",0'
"'2635', ","'21.17',"," '2026-05-05  23:58:30',"," '6.44', '","255', '","0.0309', '","0', '",0'
"'2636', ","'20.98',"," '2026-05-05  23:58:45',"," '12.37', ","'255', ","'0.0174', ","'0', ",'0'
"'2637', ","'21.14',"," '2026-05-05  23:59:00',"," '7.22', '","255', '","0.0086', '","0', '",0'
"'2638', ","'21.32',"," '2026-05-05  23:59:15',"," '109.9', ","'255', ","'0.0227', ","'0', ",'0'
"'2639', ","'21.02',"," '2026-05-05  23:59:30',"," '13.09', ","'255', ","'0.0268', ","'0', ",'0'
"'2640', ","'21.41',"," '2026-05-05  23:59:45',"," '4.46', '","255', '","0.0234', '","0', '",0'
"'2641', ","'21.42',"," '2026-05-06  00:00:00',"," '7.69', '","0.76', ","'0.0238', ","'0', ",'0'
"'2642', ","'21.33',"," '2026-05-06  00:00:15',"," '9.16', '","1.09', ","'0.0088', ","'0', ",'0'
"'2643', ","'21.31',"," '2026-05-06  00:00:30',"," '8.69', '","1.31', ","'0.0251', ","'0', ",'0'
"'2644', ","'21.33',"," '2026-05-06  00:00:45',"," '3.64', '","0.05', ","'0.0093', ","'0', ",'0'
"'2645', ","'21.32',"," '2026-05-06  00:01:00',"," '10.13', ","'1.38',"," '0.0319',"," '0',", '0'
"'2646', ","'21.07',"," '2026-05-06  00:01:15',"," '3.76', '","0.17', ","'0.0248', ","'0', ",'0'
"'2647', ","'21.01',"," '2026-05-06  00:01:30',"," '149.52',", '1.44',", '0.0183'",", '0'",", '0'"
"'2648', ","'20.99',"," '2026-05-06  00:01:45',"," '8.21', '","1.29', ","'0.0198', ","'0', ",'0'
"'2649', ","'21.36',"," '2026-05-06  00:02:00',"," '4.28', '","1.4', '","0.0213', '","0', '",0'
"'2650', ","'20.82',"," '2026-05-06  00:02:15',"," '6.14', '","1.02', ","'0.0173', ","'0', ",'0'
