id,temperature,created_at,sound,light,dust,fan,motion
'390','24.92','2026-05-04 23:37:15','41.71','255','0.0262','0','1'
'391','25.12','2026-05-04 23:37:30','41.22','255','0.0155','0','0'
'392','24.88','2026-05-04 23:37:45','40.42','255','0.0168','0','0'
'393','24.72','2026-05-04 23:38:00','38.86','255','0.0316','0','0'
'394','25.11','2026-05-04 23:38:15','38.48','255','0.0345','0','0'
'395','24.76','2026-05-04 23:38:30','37.82','255','0.0127','0','0'
'396','25.07','2026-05-04 23:38:45','39.71','255','0.0213','0','0'
'397','24.68','2026-05-04 23:39:00','37.59','255','0.0327','0','1'
'398','25.1','2026-05-04 23:39:15','34.58','255','0.0341','0','0'
'399','24.88','2026-05-04 23:39:30','37.36','255','0.0304','0','0'
'400','25.07','2026-05-04 23:39:45','36.37','255','0.0296','0','0'
'401','24.95','2026-05-04 23:40:00','36.48','255','0.013','0','0'
'402','24.95','2026-05-04 23:40:15','34.27','255','0.0209','0','0'
'403','24.84','2026-05-04 23:40:30','37.42','255','0.0219','0','0'
'404','25.04','2026-05-04 23:40:45','37.61','255','0.0088','0','0'
'405','24.83','2026-05-04 23:41:00','37.81','255','0.0202','0','0'
'406','25.02','2026-05-04 23:41:15','41.07','255','0.02','0','1'
'407','24.94','2026-05-04 23:41:30','34.56','255','0.0273','0','0'
'408','25.2','2026-05-04 23:41:45','39.01','255','0.0266','0','0'
'409','24.65','2026-05-04 23:42:00','37.98','255','0.0276','0','1'
'410','25.07','2026-05-04 23:42:15','32.72','255','0.0303','0','0'
'411','24.62','2026-05-04 23:42:30','37.68','255','0.0287','0','0'
'412','24.97','2026-05-04 23:42:45','39.81','255','0.0143','0','0'
'413','24.85','2026-05-04 23:43:00','39.09','255','0.0235','0','0'
'414','24.82','2026-05-04 23:43:15','40.74','255','0.0349','0','0'
'415','25.1','2026-05-04 23:43:30','33.45','255','0.0155','0','0'
'416','24.71','2026-05-04 23:43:45','37.95','255','0.0205','0','0'
'417','25','2026-05-04 23:44:00','32.54','255','0.0284','0','1'
'418','24.8','2026-05-04 23:44:15','38.62','255','0.0243','0','0'
'419','24.6','2026-05-04 23:44:30','39.47','255','0.0288','0','0'
'420','25.02','2026-05-04 23:44:45','38.4','255','0.0082','0','0'
'421','24.85','2026-05-04 23:45:00','35.85','255','0.0189','0','0'
'422','24.82','2026-05-04 23:45:15','39.97','255','0.0149','0','0'
'423','24.62','2026-05-04 23:45:30','33.81','255','0.0101','0','0'
'424','25.12','2026-05-04 23:45:45','36.64','255','0.0297','0','0'
'425','24.58','2026-05-04 23:46:00','38.89','255','0.0105','0','0'
'426','25.05','2026-05-04 23:46:15','34.68','255','0.0261','0','0'
'427','25.13','2026-05-04 23:46:30','32.88','255','0.0339','0','0'
'428','24.82','2026-05-04 23:46:45','37.86','255','0.0112','0','0'
'429','25.1','2026-05-04 23:47:00','40.48','255','0.0217','0','0'
'430','24.8','2026-05-04 23:47:15','40.36','255','0.0217','0','0'
'431','24.75','2026-05-04 23:47:30','32.64','255','0.0228','0','0'
'432','24.9','2026-05-04 23:47:45','36.88','255','0.0202','0','0'
'433','24.61','2026-05-04 23:48:00','37.4','255','0.0239','0','0'
'434','24.89','2026-05-04 23:48:15','37.87','255','0.0191','0','0'
'435','24.58','2026-05-04 23:48:30','31.73','255','0.0125','0','0'
'436','24.76','2026-05-04 23:48:45','32.76','255','0.0348','0','0'
'437','25.07','2026-05-04 23:49:00','33.66','255','0.0136','0','0'
'438','24.87','2026-05-04 23:49:15','31.75','255','0.0109','0','0'
'439','25.06','2026-05-04 23:49:30','32.31','255','0.024','0','0'
'440','25','2026-05-04 23:49:45','36.15','255','0.0273','0','0'
'441','24.55','2026-05-04 23:50:00','36.51','255','0.0244','0','0'
'442','24.6','2026-05-04 23:50:15','31.16','255','0.0268','0','0'
'443','24.8','2026-05-04 23:50:30','39.4','255','0.024','0','1'
'444','24.89','2026-05-04 23:50:45','32.35','255','0.0094','0','1'
'445','24.6','2026-05-04 23:51:00','186.69','255','0.0245','0','0'
'446','24.85','2026-05-04 23:51:15','35.81','255','0.0297','0','1'
'447','25.05','2026-05-04 23:51:30','34.47','255','0.009','0','0'
'448','24.71','2026-05-04 23:51:45','33.18','255','0.0285','0','0'
'449','24.94','2026-05-04 23:52:00','35.38','255','0.0244','0','0'
'450','24.74','2026-05-04 23:52:15','34.42','255','0.0109','0','0'
'451','24.9','2026-05-04 23:52:30','38.88','255','0.0161','0','0'
'452','24.85','2026-05-04 23:52:45','34.72','255','0.0153','0','1'
'453','24.75','2026-05-04 23:53:00','38.67','255','0.0241','0','0'
'454','24.68','2026-05-04 23:53:15','36.39','255','0.0227','0','0'
'455','24.61','2026-05-04 23:53:30','35.37','255','0.0246','0','0'
'456','25.01','2026-05-04 23:53:45','36.33','255','0.0226','0','0'
'457','24.61','2026-05-04 23:54:00','32.1','255','0.018','0','0'
'458','24.87','2026-05-04 23:54:15','32.92','255','0.0343','0','1'
'459','24.74','2026-05-04 23:54:30','36.01','255','0.0136','0','0'
'460','24.74','2026-05-04 23:54:45','38.84','255','0.0262','0','0'
'461','24.74','2026-05-04 23:55:00','30.46','255','0.0104','0','0'
'462','24.73','2026-05-04 23:55:15','32.5','255','0.011','0','0'
'463','24.61','2026-05-04 23:55:30','34.05','255','0.0204','0','0'
'464','24.72','2026-05-04 23:55:45','32.93','255','0.0308','0','0'
'465','24.74','2026-05-04 23:56:00','38.59','255','0.0161','0','0'
'466','24.67','2026-05-04 23:56:15','38.34','255','0.0167','0','0'
'467','24.89','2026-05-04 23:56:30','37.85','255','0.0345','0','0'
'468','24.58','2026-05-04 23:56:45','30.48','255','0.0207','0','0'
'469','24.79','2026-05-04 23:57:00','33.94','255','0.0344','0','0'
'470','24.39','2026-05-04 23:57:15','34.45','255','0.0296','0','1'
'471','24.46','2026-05-04 23:57:30','38.71','255','0.0278','0','0'
'472','24.64','2026-05-04 23:57:45','37.02','255','0.0211','0','0'
'473','24.91','2026-05-04 23:58:00','32.59','255','0.0235','0','0'
'474','24.94','2026-05-04 23:58:15','39.44','255','0.0253','0','0'
'475','24.89','2026-05-04 23:58:30','35.06','255','0.0232','0','0'
'476','24.54','2026-05-04 23:58:45','37.34','255','0.0291','0','0'
'477','24.93','2026-05-04 23:59:00','36.51','255','0.0151','0','0'
'478','24.4','2026-05-04 23:59:15','33.5','255','0.0308','0','0'
'479','24.55','2026-05-04 23:59:30','30.9','255','0.0122','0','0'
'480','24.92','2026-05-04 23:59:45','32.61','255','0.0115','0','0'
'481','24.38','2026-05-05 00:00:00','38.82','7.63','0.0229','0','1'
'482','24.9','2026-05-05 00:00:15','37.1','2.48','0.0133','0','1'
'483','24.89','2026-05-05 00:00:30','37.15','6.25','0.0316','0','0'
'484','24.43','2026-05-05 00:00:45','29.28','12.18','0.0293','0','0'
'485','24.93','2026-05-05 00:01:00','32.27','0.12','0.0232','0','0'
'486','24.48','2026-05-05 00:01:15','29.61','1.36','0.0132','0','0'
'487','24.48','2026-05-05 00:01:30','35.6','6.29','0.0233','0','0'
'488','24.49','2026-05-05 00:01:45','33.67','8.75','0.0323','0','0'
'489','24.37','2026-05-05 00:02:00','30.95','10.29','0.0326','0','0'
'490','24.59','2026-05-05 00:02:15','129.24','7.51','0.0272','0','1'
'491','24.76','2026-05-05 00:02:30','38.66','3.59','0.0217','0','0'
'492','24.51','2026-05-05 00:02:45','36.56','12.93','0.0084','0','0'
'493','24.35','2026-05-05 00:03:00','37.59','6.83','0.0229','0','1'
'494','24.51','2026-05-05 00:03:15','35.84','10.79','0.0291','0','0'
'495','24.4','2026-05-05 00:03:30','36.66','9.84','0.0245','0','0'
'496','24.38','2026-05-05 00:03:45','34.02','10.76','0.0179','0','0'
'497','24.57','2026-05-05 00:04:00','35.01','5.34','0.0111','0','0'
'498','24.32','2026-05-05 00:04:15','29.03','8.46','0.0346','0','0'
'499','24.65','2026-05-05 00:04:30','31.93','9.27','0.0165','0','0'
'500','24.73','2026-05-05 00:04:45','34.43','1.06','0.0171','0','0'
'501','24.79','2026-05-05 00:05:00','35.22','6.37','0.0198','0','0'
'502','24.75','2026-05-05 00:05:15','30.8','3.23','0.0126','0','0'
'503','24.76','2026-05-05 00:05:30','29.2','9.24','0.0106','0','0'
'504','24.49','2026-05-05 00:05:45','36.16','1.78','0.0156','0','0'
'505','24.49','2026-05-05 00:06:00','32.17','2.57','0.0264','0','1'
'506','24.64','2026-05-05 00:06:15','34.74','11.67','0.0273','0','0'
'507','24.5','2026-05-05 00:06:30','35.85','0.09','0.0092','0','0'
'508','24.48','2026-05-05 00:06:45','38.03','2.72','0.0181','0','0'
'509','24.55','2026-05-05 00:07:00','30.17','11.92','0.0335','0','0'
'510','24.69','2026-05-05 00:07:15','38.19','10.56','0.0213','0','0'
'511','24.31','2026-05-05 00:07:30','33.76','1.97','0.0182','0','0'
'512','24.24','2026-05-05 00:07:45','30.5','9.11','0.0287','0','0'
'513','24.79','2026-05-05 00:08:00','36.35','12.38','0.0258','0','0'
'514','24.3','2026-05-05 00:08:15','33','0.14','0.0186','0','0'
'515','24.33','2026-05-05 00:08:30','31.4','12.29','0.015','0','0'
'516','24.73','2026-05-05 00:08:45','29.6','8.51','0.0298','0','0'
'517','24.41','2026-05-05 00:09:00','36.19','1.05','0.0247','0','0'
'518','24.41','2026-05-05 00:09:15','32.7','5.5','0.0129','0','0'
'519','24.31','2026-05-05 00:09:30','28.37','2.87','0.0234','0','0'
'520','24.52','2026-05-05 00:09:45','35.4','9.53','0.0154','0','0'
'521','24.41','2026-05-05 00:10:00','30.66','7.38','0.0336','0','0'
'522','24.58','2026-05-05 00:10:15','33.61','0.53','0.0217','0','0'
'523','24.52','2026-05-05 00:10:30','29.64','11.97','0.024','0','0'
'524','24.71','2026-05-05 00:10:45','29.8','7.31','0.0319','0','0'
'525','24.41','2026-05-05 00:11:00','32.24','0.45','0.0256','0','0'
'526','24.25','2026-05-05 00:11:15','32.52','0.31','0.0129','0','0'
'527','24.32','2026-05-05 00:11:30','34.51','3.69','0.0183','0','0'
'528','24.32','2026-05-05 00:11:45','32.59','7.8','0.0276','0','0'
'529','24.27','2026-05-05 00:12:00','34.31','0.27','0.0209','0','0'
'530','24.43','2026-05-05 00:12:15','33.89','8.88','0.0337','0','0'
'531','24.59','2026-05-05 00:12:30','35.15','2.68','0.0179','0','0'
'532','24.43','2026-05-05 00:12:45','33.66','8.97','0.0326','0','1'
'533','24.76','2026-05-05 00:13:00','29.93','1.62','0.0086','0','0'
'534','24.58','2026-05-05 00:13:15','34.01','11.03','0.0305','0','0'
'535','24.41','2026-05-05 00:13:30','35.54','0.6','0.0137','0','0'
'536','24.37','2026-05-05 00:13:45','32.8','6','0.0241','0','0'
'537','24.57','2026-05-05 00:14:00','36.49','5.27','0.0165','0','0'
'538','24.32','2026-05-05 00:14:15','34.09','8','0.0295','0','0'
'539','24.72','2026-05-05 00:14:30','36.86','0.57','0.0081','0','0'
'540','24.71','2026-05-05 00:14:45','33.9','12.95','0.0254','0','0'
'541','24.5','2026-05-05 00:15:00','27.99','3.26','0.0331','0','0'
'542','24.52','2026-05-05 00:15:15','36.41','1.25','0.027','0','0'
'543','24.18','2026-05-05 00:15:30','29.43','0.74','0.017','0','0'
'544','24.67','2026-05-05 00:15:45','35.51','9.99','0.0145','0','1'
'545','24.65','2026-05-05 00:16:00','34.45','10.37','0.0222','0','0'
'546','24.72','2026-05-05 00:16:15','33.64','4.46','0.0122','0','0'
'547','24.25','2026-05-05 00:16:30','28.58','2.49','0.0244','0','0'
'548','24.57','2026-05-05 00:16:45','28.92','9.03','0.0332','0','0'
'549','24.37','2026-05-05 00:17:00','33.25','12.32','0.0229','0','0'
'550','24.5','2026-05-05 00:17:15','36.74','12.75','0.0188','0','1'
'551','24.18','2026-05-05 00:17:30','36.98','0.04','0.0224','0','1'
'552','24.64','2026-05-05 00:17:45','35.03','8.41','0.0133','0','0'
'553','24.66','2026-05-05 00:18:00','36.8','8.17','0.0219','0','0'
'554','24.4','2026-05-05 00:18:15','35.29','4.25','0.0296','0','1'
'555','24.29','2026-05-05 00:18:30','33.34','3.15','0.0144','0','0'
'556','24.57','2026-05-05 00:18:45','33.91','10.17','0.0325','0','1'
'557','24.52','2026-05-05 00:19:00','28.99','10.54','0.0114','0','0'
'558','24.3','2026-05-05 00:19:15','35.38','5.23','0.0222','0','0'
'559','24.59','2026-05-05 00:19:30','27.93','11.09','0.0235','0','1'
'560','24.47','2026-05-05 00:19:45','33','3.37','0.0335','0','0'
'561','24.18','2026-05-05 00:20:00','27.12','4.34','0.0317','0','1'
'562','24.11','2026-05-05 00:20:15','34.08','2.09','0.0215','0','1'
'563','24.36','2026-05-05 00:20:30','27.14','8.48','0.0214','0','0'
'564','24.12','2026-05-05 00:20:45','29.88','1.38','0.0169','0','0'
'565','24.49','2026-05-05 00:21:00','122.88','10.8','0.0104','0','0'
'566','24.07','2026-05-05 00:21:15','28.27','9.58','0.0293','0','0'
'567','24.16','2026-05-05 00:21:30','30.17','5.67','0.0229','0','0'
'568','24.62','2026-05-05 00:21:45','27.35','10.93','0.0298','0','0'
'569','24.61','2026-05-05 00:22:00','34.6','12.77','0.0242','0','1'
'570','24.24','2026-05-05 00:22:15','34.49','10.31','0.0081','0','0'
'571','24.44','2026-05-05 00:22:30','27.25','0.1','0.014','0','0'
'572','24.26','2026-05-05 00:22:45','27.57','10.42','0.0224','0','0'
'573','24.47','2026-05-05 00:23:00','29.44','11.46','0.0143','0','0'
'574','24.56','2026-05-05 00:23:15','28.16','10.62','0.0275','0','0'
'575','24.03','2026-05-05 00:23:30','30.74','8.22','0.0113','0','0'
'576','24.27','2026-05-05 00:23:45','33.82','3.74','0.0105','0','1'
'577','24.06','2026-05-05 00:24:00','32.68','8.02','0.0233','0','1'
'578','24.2','2026-05-05 00:24:15','27','8.12','0.0339','0','0'
'579','24.46','2026-05-05 00:24:30','26.55','8.37','0.0274','0','0'
'580','24.38','2026-05-05 00:24:45','112.12','6.21','0.0278','0','0'
'581','24.42','2026-05-05 00:25:00','33.6','8.66','0.0213','0','0'
'582','24.23','2026-05-05 00:25:15','31.93','5.23','0.0252','0','0'
'583','24.05','2026-05-05 00:25:30','33.86','4.81','0.0115','0','1'
'584','24.24','2026-05-05 00:25:45','33.96','2.75','0.031','0','1'
'585','24.05','2026-05-05 00:26:00','28.9','12.44','0.0318','0','0'
'586','24.4','2026-05-05 00:26:15','26.29','5.74','0.0094','0','0'
'587','24.12','2026-05-05 00:26:30','32.81','9.26','0.0261','0','0'
'588','24.25','2026-05-05 00:26:45','28.05','12.67','0.0232','0','0'
'589','24.38','2026-05-05 00:27:00','35.13','11.02','0.0184','0','0'
'590','24.14','2026-05-05 00:27:15','32.03','10.25','0.0259','0','0'
'591','24','2026-05-05 00:27:30','26.46','6.77','0.015','0','0'
'592','24.3','2026-05-05 00:27:45','34.97','6.73','0.0113','0','0'
'593','24.06','2026-05-05 00:28:00','26.74','12.02','0.0237','0','0'
'594','24.1','2026-05-05 00:28:15','30.47','6.27','0.0142','0','0'
'595','24.18','2026-05-05 00:28:30','31.23','3.28','0.0101','0','0'
'596','24.4','2026-05-05 00:28:45','35.57','9.46','0.0293','0','0'
'597','24.34','2026-05-05 00:29:00','34.05','10.5','0.0325','0','0'
'598','24.07','2026-05-05 00:29:15','34.79','11.68','0.0136','0','0'
'599','24.22','2026-05-05 00:29:30','26.7','6.02','0.0173','0','0'
'600','24.23','2026-05-05 00:29:45','30.31','3.5','0.0294','0','0'
'601','24.32','2026-05-05 00:30:00','32.63','10.67','0.0086','0','0'
'602','24.25','2026-05-05 00:30:15','31.99','11.48','0.0193','0','1'
'603','24.12','2026-05-05 00:30:30','27.43','12.15','0.0316','0','0'
'604','24.24','2026-05-05 00:30:45','33.8','5.88','0.0235','0','1'
'605','24.01','2026-05-05 00:31:00','26.41','7.64','0.0289','0','0'
'606','24.15','2026-05-05 00:31:15','30.62','11.36','0.0154','0','0'
'607','24.42','2026-05-05 00:31:30','26.03','5.22','0.0106','0','0'
'608','24.45','2026-05-05 00:31:45','25.65','8.62','0.023','0','0'
'609','24.44','2026-05-05 00:32:00','30.62','1.44','0.0349','0','1'
'610','23.95','2026-05-05 00:32:15','30.24','6.45','0.0173','0','1'
'611','24.47','2026-05-05 00:32:30','33.95','5.85','0.0316','0','0'
'612','24.03','2026-05-05 00:32:45','33.96','5.24','0.0227','0','1'
'613','23.98','2026-05-05 00:33:00','28.48','10.15','0.0315','0','0'
'614','24.47','2026-05-05 00:33:15','32.92','12.73','0.0266','0','0'
'615','24.45','2026-05-05 00:33:30','27.72','9.63','0.0243','0','0'
'616','24.29','2026-05-05 00:33:45','25.47','2.17','0.0338','0','0'
'617','24.08','2026-05-05 00:34:00','32.63','10.28','0.0261','0','0'
'618','24.29','2026-05-05 00:34:15','34.38','9.66','0.0163','0','0'
'619','24.15','2026-05-05 00:34:30','32.29','11.57','0.0152','0','0'
'620','24','2026-05-05 00:34:45','28.65','12.84','0.0285','0','0'
'621','24.09','2026-05-05 00:35:00','26.22','2.22','0.0341','0','0'
'622','24.29','2026-05-05 00:35:15','32.87','4.02','0.0308','0','0'
'623','23.94','2026-05-05 00:35:30','28.91','6.74','0.0123','0','0'
'624','23.97','2026-05-05 00:35:45','34.79','6.31','0.0181','0','0'
'625','24.02','2026-05-05 00:36:00','34.12','10.85','0.0168','0','0'
'626','24.33','2026-05-05 00:36:15','27.31','8.61','0.0111','0','0'
'627','23.98','2026-05-05 00:36:30','25.83','6.85','0.0305','0','0'
'628','24.44','2026-05-05 00:36:45','27.54','0.5','0.0125','0','0'
'629','24.44','2026-05-05 00:37:00','26.06','6.71','0.0097','0','0'
'630','24.02','2026-05-05 00:37:15','32.36','12.68','0.0286','0','0'
'631','24.11','2026-05-05 00:37:30','30.61','1.84','0.0329','0','0'
'632','24.35','2026-05-05 00:37:45','29.14','0.18','0.0332','0','0'
'633','24.31','2026-05-05 00:38:00','30.2','6.1','0.0099','0','1'
'634','24.32','2026-05-05 00:38:15','27.84','6.58','0.0123','0','0'
'635','24.38','2026-05-05 00:38:30','28.54','5.96','0.0106','0','0'
'636','23.89','2026-05-05 00:38:45','26.27','4.34','0.031','0','0'
'637','24.06','2026-05-05 00:39:00','31.91','5.73','0.0304','0','0'
'638','24.33','2026-05-05 00:39:15','29.87','11.21','0.0302','0','0'
'639','23.93','2026-05-05 00:39:30','34.6','9.52','0.0108','0','0'
'640','24.38','2026-05-05 00:39:45','28.79','4.4','0.0292','0','1'
'641','24.39','2026-05-05 00:40:00','30.15','12.1','0.0087','0','0'
'642','23.84','2026-05-05 00:40:15','33.97','12.93','0.0103','0','0'
'643','24.36','2026-05-05 00:40:30','25.32','7.63','0.0288','0','0'
'644','23.86','2026-05-05 00:40:45','26.91','3.29','0.0301','0','0'
'645','24.05','2026-05-05 00:41:00','31.97','7.82','0.0131','0','0'
'646','24.39','2026-05-05 00:41:15','28.23','9.93','0.0121','0','0'
'647','24.21','2026-05-05 00:41:30','29.84','6.2','0.0292','0','0'
'648','23.87','2026-05-05 00:41:45','131.3','2.05','0.0229','0','0'
'649','23.87','2026-05-05 00:42:00','32.99','0.77','0.0204','0','0'
'650','23.82','2026-05-05 00:42:15','31.07','2.48','0.013','0','0'
'651','23.93','2026-05-05 00:42:30','25.48','7.6','0.011','0','0'
'652','24.04','2026-05-05 00:42:45','25.97','5.14','0.0141','0','0'
'653','23.87','2026-05-05 00:43:00','33.45','10.72','0.0094','0','0'
'654','24.25','2026-05-05 00:43:15','26.51','5.27','0.0271','0','0'
'655','23.83','2026-05-05 00:43:30','34.03','1.1','0.029','0','0'
'656','24.03','2026-05-05 00:43:45','32.52','7.04','0.0256','0','0'
'657','24.2','2026-05-05 00:44:00','33.61','12.4','0.0131','0','0'
'658','23.95','2026-05-05 00:44:15','29.35','6.21','0.0257','0','0'
'659','23.91','2026-05-05 00:44:30','33.68','9.98','0.0184','0','0'
'660','24.27','2026-05-05 00:44:45','28.78','6.57','0.0253','0','0'
'661','23.79','2026-05-05 00:45:00','26.98','4.15','0.017','0','0'
'662','24.19','2026-05-05 00:45:15','29.19','10.25','0.0209','0','0'
'663','24.04','2026-05-05 00:45:30','31.13','10.88','0.0129','0','0'
'664','24.07','2026-05-05 00:45:45','29.55','10.2','0.0211','0','0'
'665','23.95','2026-05-05 00:46:00','25.06','4.59','0.0122','0','0'
'666','24.07','2026-05-05 00:46:15','28.74','9.98','0.0133','0','1'
'667','23.91','2026-05-05 00:46:30','26.3','8.25','0.0276','0','0'
'668','24.15','2026-05-05 00:46:45','25.88','2.78','0.0175','0','0'
'669','24.1','2026-05-05 00:47:00','25.48','3.36','0.0335','0','0'
'670','24.11','2026-05-05 00:47:15','24.03','1.82','0.0144','0','0'
'671','23.77','2026-05-05 00:47:30','27.9','9.9','0.0296','0','1'
'672','24.35','2026-05-05 00:47:45','30.39','6.39','0.0238','0','0'
'673','24.14','2026-05-05 00:48:00','31.56','9.73','0.0343','0','0'
'674','24.04','2026-05-05 00:48:15','24.81','0.57','0.0216','0','0'
'675','24.13','2026-05-05 00:48:30','27.9','12.73','0.014','0','0'
'676','24','2026-05-05 00:48:45','148.36','3.34','0.0296','0','0'
'677','24.01','2026-05-05 00:49:00','24.67','10.54','0.0137','0','0'
'678','23.99','2026-05-05 00:49:15','30.07','0.96','0.0256','0','0'
'679','23.83','2026-05-05 00:49:30','29.2','4.86','0.0083','0','0'
'680','24.13','2026-05-05 00:49:45','31.67','4.41','0.0116','0','0'
'681','24.23','2026-05-05 00:50:00','29.32','2.17','0.0296','0','0'
'682','24.07','2026-05-05 00:50:15','30.49','1.2','0.0202','0','0'
'683','24.02','2026-05-05 00:50:30','26.59','2.8','0.0326','0','0'
'684','24.23','2026-05-05 00:50:45','30.24','5.25','0.0112','0','0'
'685','23.75','2026-05-05 00:51:00','28.19','5.89','0.0307','0','0'
'686','23.9','2026-05-05 00:51:15','25.99','7.81','0.0244','0','0'
'687','24.25','2026-05-05 00:51:30','31.19','9.14','0.016','0','0'
'688','24.05','2026-05-05 00:51:45','25.82','12.48','0.03','0','0'
'689','24.04','2026-05-05 00:52:00','30.36','2.28','0.0259','0','0'
'690','24.07','2026-05-05 00:52:15','26.61','9.74','0.0237','0','0'
'691','23.95','2026-05-05 00:52:30','30.15','3.16','0.0095','0','0'
'692','24.02','2026-05-05 00:52:45','29.98','9.09','0.0325','0','0'
'693','23.71','2026-05-05 00:53:00','32.15','2.96','0.0208','0','0'
'694','23.77','2026-05-05 00:53:15','23.47','10.28','0.0189','0','0'
'695','24.18','2026-05-05 00:53:30','24.01','12.63','0.014','0','1'
'696','24.02','2026-05-05 00:53:45','33.32','1.55','0.0146','0','0'
'697','24','2026-05-05 00:54:00','25.13','6.12','0.0159','0','0'
'698','23.9','2026-05-05 00:54:15','31.6','11.09','0.0246','0','0'
'699','24.17','2026-05-05 00:54:30','29.08','5.46','0.0207','0','0'
'700','24.02','2026-05-05 00:54:45','24.21','7.01','0.0182','0','0'
'701','24.13','2026-05-05 00:55:00','25.01','0.67','0.0233','0','0'
'702','24.22','2026-05-05 00:55:15','27.95','2.6','0.0276','0','0'
'703','23.88','2026-05-05 00:55:30','29.7','11.95','0.0183','0','0'
'704','24.02','2026-05-05 00:55:45','25.95','10.57','0.0113','0','0'
'705','24.11','2026-05-05 00:56:00','27.41','0.86','0.0272','0','0'
'706','24.01','2026-05-05 00:56:15','24.04','1.5','0.018','0','0'
'707','24.23','2026-05-05 00:56:30','29.44','9.8','0.0275','0','0'
'708','23.86','2026-05-05 00:56:45','32.37','12.02','0.0289','0','0'
'709','23.89','2026-05-05 00:57:00','31.65','6.16','0.0134','0','0'
'710','23.87','2026-05-05 00:57:15','31.37','11.97','0.0167','0','1'
'711','23.65','2026-05-05 00:57:30','25.1','4.21','0.011','0','1'
'712','23.77','2026-05-05 00:57:45','27.86','8.02','0.0215','0','0'
'713','23.98','2026-05-05 00:58:00','30.15','0.01','0.0132','0','0'
'714','23.66','2026-05-05 00:58:15','26.5','5.57','0.0179','0','0'
'715','23.69','2026-05-05 00:58:30','23.46','0.38','0.0271','0','0'
'716','24.18','2026-05-05 00:58:45','28.49','6.32','0.0325','0','1'
'717','24.2','2026-05-05 00:59:00','26.29','8.62','0.017','0','0'
'718','23.9','2026-05-05 00:59:15','29.16','2.05','0.0127','0','1'
'719','24.14','2026-05-05 00:59:30','31.86','0.6','0.0235','0','0'
'720','24.14','2026-05-05 00:59:45','142.65','1.51','0.0345','0','1'
'721','24','2026-05-05 01:00:00','26.55','11.2','0.0133','0','1'
'722','23.68','2026-05-05 01:00:15','204.81','9.2','0.0147','0','0'
'723','23.95','2026-05-05 01:00:30','28.74','5.17','0.0102','0','0'
'724','23.96','2026-05-05 01:00:45','179.84','6.94','0.0175','0','0'
'725','23.67','2026-05-05 01:01:00','24.37','0.44','0.0271','0','0'
'726','24.2','2026-05-05 01:01:15','23.01','3.35','0.0286','0','0'
'727','23.7','2026-05-05 01:01:30','27.45','4.24','0.0219','0','0'
'728','23.86','2026-05-05 01:01:45','27.44','6.63','0.0219','0','1'
'729','24.12','2026-05-05 01:02:00','27.08','1.73','0.0288','0','0'
'730','24.03','2026-05-05 01:02:15','28.46','11.56','0.0211','0','0'
'731','23.72','2026-05-05 01:02:30','26.44','0.51','0.0148','0','0'
'732','24.11','2026-05-05 01:02:45','24.84','12.12','0.0235','0','0'
'733','23.9','2026-05-05 01:03:00','28.54','11.67','0.0094','0','0'
'734','24.06','2026-05-05 01:03:15','31.99','12.64','0.0199','0','0'
'735','24.03','2026-05-05 01:03:30','31.16','3.88','0.0174','0','0'
'736','23.62','2026-05-05 01:03:45','28.58','6.17','0.0143','0','1'
'737','24.17','2026-05-05 01:04:00','23.52','10.42','0.0221','0','0'
'738','23.96','2026-05-05 01:04:15','26.76','5.32','0.0162','0','0'
'739','23.92','2026-05-05 01:04:30','28.58','8.19','0.0099','0','0'
'740','23.78','2026-05-05 01:04:45','29.58','7.2','0.0251','0','1'
'741','24.04','2026-05-05 01:05:00','26.62','4.25','0.0186','0','0'
'742','23.98','2026-05-05 01:05:15','31.1','10.63','0.0111','0','0'
'743','23.9','2026-05-05 01:05:30','25.15','10.37','0.0259','0','0'
'744','24','2026-05-05 01:05:45','25.82','0.29','0.022','0','1'
'745','23.59','2026-05-05 01:06:00','30.49','0.5','0.0195','0','0'
'746','23.95','2026-05-05 01:06:15','25.79','5.15','0.0335','0','0'
'747','23.72','2026-05-05 01:06:30','24.44','8.81','0.0294','0','0'
'748','23.57','2026-05-05 01:06:45','22.67','5.05','0.0263','0','0'
'749','23.88','2026-05-05 01:07:00','26.93','0.66','0.0122','0','0'
'750','23.98','2026-05-05 01:07:15','28.24','9.2','0.0194','0','0'
'751','23.99','2026-05-05 01:07:30','32.13','5.12','0.0242','0','0'
'752','23.64','2026-05-05 01:07:45','22.91','2.34','0.0177','0','0'
'753','23.63','2026-05-05 01:08:00','24.48','4.17','0.0301','0','0'
'754','23.93','2026-05-05 01:08:15','28.1','12.14','0.0108','0','0'
'755','23.75','2026-05-05 01:08:30','29.23','8.38','0.0327','0','0'
'756','23.73','2026-05-05 01:08:45','30.13','4.7','0.0206','0','0'
'757','23.69','2026-05-05 01:09:00','23.46','2.43','0.0228','0','0'
'758','24.06','2026-05-05 01:09:15','31.46','5.89','0.0235','0','0'
'759','23.78','2026-05-05 01:09:30','29.93','12.19','0.0329','0','0'
'760','24.1','2026-05-05 01:09:45','22.73','8.29','0.0092','0','0'
'761','23.71','2026-05-05 01:10:00','29.53','0.18','0.0236','0','0'
'762','24.04','2026-05-05 01:10:15','23.65','8.52','0.0279','0','0'
'763','23.56','2026-05-05 01:10:30','25.83','1.76','0.0106','0','0'
